instruction,input,output,source,category
¿Qué aplicación práctica tiene este paper en el campo de QML?,Paper: A Lightweight Self-Supervised Learning Framework for Multivariate Time Series using Hierarchical-JEPA on ECG Data,"Las aplicaciones prácticas incluyen Data analysis in the medical domain often encounters scenarios involving a limited target dataset and a large, unannotated dataset with a general distribution. Under such circumstances, self-supervised learning (SSL) methods are highly effective for utilizing large datasets, making them a popular ch...",arxiv,cs.LG
"Resume el paper 'Polynomial equivalence of the global transverse-field Ising model and the gate model of quantum computation' en español, enfocándote en los aspectos clave de Quantum Machine Learning.","Autores: Matthias Werner
Categorías: quant-ph, cond-mat.quant-gas","The transverse-field Ising model has attracted a lot of attention in recent years, especially in the quantum simulation and quantum computation literature. This interest is driven by many platforms for analog quantum computation, which implement the transverse-field Ising model for solving optimization problems, such as quantum annealing. However, it has remained an open question whether the Ising model with a global transverse field is equivalent to the gate model of quantum computation. Here we answer this question affirmatively for the case of a non-monotonic time-dependent transverse field. Building on a recent result by Cesa and Pichler on global control of Rydberg atoms, we provide a construction that allows simulating arbitrary quantum circuits using the Ising model with global transverse field with polynomial overhead in time, qubit number, and energy scale. Although the polynomial overheads we establish here are large relative to what is feasible on real-world quantum hardware",arxiv,quant-ph
¿Cuál es el enfoque de Quantum Machine Learning utilizado en este paper?,Título: Polynomial equivalence of the global transverse-field Ising model and the gate model of quantum computation,"Este paper utiliza técnicas de Quantum Machine Learning en el contexto de quant-ph. El enfoque principal es The transverse-field Ising model has attracted a lot of attention in recent years, especially in the quantum simulation and quantum computation literature. This interest is driven by many platforms for analog quantum computation, which implement the transverse-field Ising model for solving optimization problems, such as quantum annealing. However, it has remained an open question whether the Ising model with a global transverse field is equivalent to the gate model of quantum computation. Here w",arxiv,quant-ph
¿Qué aplicación práctica tiene este paper en el campo de QML?,Paper: Polynomial equivalence of the global transverse-field Ising model and the gate model of quantum computation,"Las aplicaciones prácticas incluyen The transverse-field Ising model has attracted a lot of attention in recent years, especially in the quantum simulation and quantum computation literature. This interest is driven by many platforms for analog quantum computation, which implement the transverse-field Ising model for solving optimizat...",arxiv,quant-ph
"Resume el paper 'Quantum vs. Classical Machine Learning: A Unified Empirical Comparison' en español, enfocándote en los aspectos clave de Quantum Machine Learning.","Autores: Chuanming Yu, Jiaming Liu, Zihao Ge
Categorías: cs.LG","Quantum computing has emerged as a promising computational paradigm for machine learning (ML), with the potential to offer computational advantages over classical approaches. At this stage, the evidence supporting the performance and advantages of quantum machine learning (QML) models relative to classical models is insufficient.To address this gap, this paper presents an empirical study on the performance of QML models and their classical counterparts. We compare seven model pairs spanning supervised learning and reinforcement learning. Our results indicate that the evaluated quantum machine learning models do not yet surpass the classical baselines in overall prediction performance, policy stability, or training time. Nevertheless, QML remains a promising approach for filtering noise and controlling false positives. Our research findings summarize the challenges facing quantum machine learning across hardware environments, training efficiency, and convergence stability, providing a f",arxiv,cs.LG
¿Cuál es el enfoque de Quantum Machine Learning utilizado en este paper?,Título: Quantum vs. Classical Machine Learning: A Unified Empirical Comparison,"Este paper utiliza técnicas de Quantum Machine Learning en el contexto de cs.LG. El enfoque principal es Quantum computing has emerged as a promising computational paradigm for machine learning (ML), with the potential to offer computational advantages over classical approaches. At this stage, the evidence supporting the performance and advantages of quantum machine learning (QML) models relative to classical models is insufficient.To address this gap, this paper presents an empirical study on the performance of QML models and their classical counterparts. We compare seven model pairs spanning supe",arxiv,cs.LG
¿Qué aplicación práctica tiene este paper en el campo de QML?,Paper: Quantum vs. Classical Machine Learning: A Unified Empirical Comparison,"Las aplicaciones prácticas incluyen Quantum computing has emerged as a promising computational paradigm for machine learning (ML), with the potential to offer computational advantages over classical approaches. At this stage, the evidence supporting the performance and advantages of quantum machine learning (QML) models relative to cl...",arxiv,cs.LG
"Resume el paper 'Non-signaling assistance in prepare-and-measure scenarios with classical communication' en español, enfocándote en los aspectos clave de Quantum Machine Learning.","Autores: José Nogueira, Carlos Vieira, Lucas E. A. Porto
Categorías: quant-ph","Extracting the full power of non-local correlations in prepare-and-measure (PM) scenarios requires precise control over the timing and structure of the receiver's measurements. Indeed, recent developments in entanglement-assisted classical communication scenarios have shown that adaptive strategies-where the receiver uses the transmitted message to guide their measurement choice-can outperform standard non-adaptive protocols. Moving beyond quantum theory, however, the ultimate limits of such advantages remain largely unexplored. In this work, we thoroughly study adaptive and non-adaptive non-signaling (NS) assistance in PM scenarios with classical communication. We provide simple characterizations of the sets of behaviors that can be realized using both non-adaptive and adaptive NS assistance in arbitrary PM scenarios. As a consequence, we show that non-adaptive NS assistance is already strong enough to reproduce quantum communication with the same message dimension: the transmission o",arxiv,quant-ph
¿Cuál es el enfoque de Quantum Machine Learning utilizado en este paper?,Título: Non-signaling assistance in prepare-and-measure scenarios with classical communication,"Este paper utiliza técnicas de Quantum Machine Learning en el contexto de quant-ph. El enfoque principal es Extracting the full power of non-local correlations in prepare-and-measure (PM) scenarios requires precise control over the timing and structure of the receiver's measurements. Indeed, recent developments in entanglement-assisted classical communication scenarios have shown that adaptive strategies-where the receiver uses the transmitted message to guide their measurement choice-can outperform standard non-adaptive protocols. Moving beyond quantum theory, however, the ultimate limits of such adv",arxiv,quant-ph
¿Qué aplicación práctica tiene este paper en el campo de QML?,Paper: Non-signaling assistance in prepare-and-measure scenarios with classical communication,"Las aplicaciones prácticas incluyen Extracting the full power of non-local correlations in prepare-and-measure (PM) scenarios requires precise control over the timing and structure of the receiver's measurements. Indeed, recent developments in entanglement-assisted classical communication scenarios have shown that adaptive strategies-...",arxiv,quant-ph
"Resume el paper 'TERA: A Unified Taylor Model Enabled Reachability Analysis Framework' en español, enfocándote en los aspectos clave de Quantum Machine Learning.","Autores: Salma Iraky, Andrew Sogokon
Categorías: eess.SY","Reachability analysis of safety-critical systems requires computing rigorous enclosures of all possible state trajectories. Taylor Model (TM)-based methods have proved effective at mitigating the so-called wrapping effect which leads to overly conservative enclosures of reachable sets. However, existing tools are often hard to extend or focused on narrow system classes (e.g. deterministic systems modelled by ODEs, or hybrid systems). We develop TERA: a Python-native framework for TM-based reachability analysis of continuous, hybrid and stochastic systems within a single symbolic-numeric workflow. TERA is free and open-source, enabling rapid prototyping of reachability analysis techniques with rigorous enclosures. At present, our implementation is able to compute tight reachable set over-approximations for non-linear ODEs and hybrid systems on difficult benchmark problems, and already supports analysis of continuous-time stochastic systems. Our goal is to develop a robust open-source Py",arxiv,eess.SY
¿Qué aplicación práctica tiene este paper en el campo de QML?,Paper: TERA: A Unified Taylor Model Enabled Reachability Analysis Framework,"Las aplicaciones prácticas incluyen Reachability analysis of safety-critical systems requires computing rigorous enclosures of all possible state trajectories. Taylor Model (TM)-based methods have proved effective at mitigating the so-called wrapping effect which leads to overly conservative enclosures of reachable sets. However, exis...",arxiv,eess.SY
"Resume el paper 'Exploiting Symmetry in Quantum Reservoir Computing' en español, enfocándote en los aspectos clave de Quantum Machine Learning.","Autores: Markus Baumann, Michael Poppel, Thomas Gabor
Categorías: quant-ph","Symmetry is a powerful inductive bias, but in quantum reservoir computing (QRC) it cannot be imposed only by making the reservoir symmetric. QRC maps inputs through fixed quantum dynamics into nonlinear expectation-value features and trains only a classical readout, so the relevant symmetry must be visible in the measured feature map. We study cyclic forecasting tasks, such as sensors around a turbine or weather stations along a latitude circle, where the same local pattern should be forecast by the same rule wherever it appears on the ring. Thus, rotating the input by one site should rotate, not change, the predicted field. We show that a symmetric Hamiltonian is not enough: even large Pauli measurement sets can fail if their channels do not match the data symmetry, since optimization cannot recover channels that were never measured. We address this through observable-orbit completion, which measures symmetry-related observable channels and aligns encoding, dynamics, measurement, and ",arxiv,quant-ph
¿Cuál es el enfoque de Quantum Machine Learning utilizado en este paper?,Título: Exploiting Symmetry in Quantum Reservoir Computing,"Este paper utiliza técnicas de Quantum Machine Learning en el contexto de quant-ph. El enfoque principal es Symmetry is a powerful inductive bias, but in quantum reservoir computing (QRC) it cannot be imposed only by making the reservoir symmetric. QRC maps inputs through fixed quantum dynamics into nonlinear expectation-value features and trains only a classical readout, so the relevant symmetry must be visible in the measured feature map. We study cyclic forecasting tasks, such as sensors around a turbine or weather stations along a latitude circle, where the same local pattern should be forecast by",arxiv,quant-ph
¿Qué aplicación práctica tiene este paper en el campo de QML?,Paper: Exploiting Symmetry in Quantum Reservoir Computing,"Las aplicaciones prácticas incluyen Symmetry is a powerful inductive bias, but in quantum reservoir computing (QRC) it cannot be imposed only by making the reservoir symmetric. QRC maps inputs through fixed quantum dynamics into nonlinear expectation-value features and trains only a classical readout, so the relevant symmetry must be ...",arxiv,quant-ph
"Resume el paper 'Balancing Expressivity and Learnability in Quantum Kernel Bandit Optimization' en español, enfocándote en los aspectos clave de Quantum Machine Learning.","Autores: Yuqi Huang, Vincent Y. F. Tan, Sharu Theresa Jose
Categorías: cs.LG, cs.IT","We investigate Gaussian process (GP) bandit optimization with quantum kernels, assuming the mean reward function lies in the reproducing kernel Hilbert space (RKHS) induced by the quantum kernel. This setting is motivated by NISQ-era tasks such as quantum control, state preparation and variational quantum algorithms. While quantum kernels can offer a `quantum advantage' via domain-specific inductive biases, naïvely using full, high-dimensional kernels increases model complexity and information gain, leading to higher cumulative regret and poor learnability. To address this, we propose projected quantum kernels and classical kernel approximation techniques that reduce feature dimensionality while preserving key quantum properties. Using these approximate kernels, we develop misspecified GP bandit algorithms and derive regret bounds that characterize the trade-off between approximation error and information gain. The regret bounds provide principled guidance for selecting the optimal mod",arxiv,cs.LG
¿Cuál es el enfoque de Quantum Machine Learning utilizado en este paper?,Título: Balancing Expressivity and Learnability in Quantum Kernel Bandit Optimization,"Este paper utiliza técnicas de Quantum Machine Learning en el contexto de cs.LG. El enfoque principal es We investigate Gaussian process (GP) bandit optimization with quantum kernels, assuming the mean reward function lies in the reproducing kernel Hilbert space (RKHS) induced by the quantum kernel. This setting is motivated by NISQ-era tasks such as quantum control, state preparation and variational quantum algorithms. While quantum kernels can offer a `quantum advantage' via domain-specific inductive biases, naïvely using full, high-dimensional kernels increases model complexity and information g",arxiv,cs.LG
¿Qué aplicación práctica tiene este paper en el campo de QML?,Paper: Balancing Expressivity and Learnability in Quantum Kernel Bandit Optimization,"Las aplicaciones prácticas incluyen We investigate Gaussian process (GP) bandit optimization with quantum kernels, assuming the mean reward function lies in the reproducing kernel Hilbert space (RKHS) induced by the quantum kernel. This setting is motivated by NISQ-era tasks such as quantum control, state preparation and variational q...",arxiv,cs.LG
"Resume el paper 'Universal Short-Imaginary-Time Quantum Critical Dynamics Near Boundaries' en español, enfocándote en los aspectos clave de Quantum Machine Learning.","Autores: Yu-Rong Shu, Yuan-Biao Li, Shuai Yin
Categorías: cond-mat.stat-mech","While imaginary-time evolution has long served as a standard paradigm for ground-state preparation in numerical simulations and quantum devices, its intrinsic dynamical properties has been largely overlooked. Here, we investigate the short-imaginary-time critical dynamics in quantum systems with boundaries. A universal scaling theory is developed and verified in the two-dimensional quantum Ising model, uncovering rich dynamic critical behaviors dictated by boundary universality classes. For ordered initial states, the boundary order parameter $M_s$ decays with imaginary time $τ$ as $M_s \propto τ^{-β_1/νz}$, where $β_1$ denotes the boundary order parameter exponent, and $ν$ and $z$ correspond to the correlation length exponent and the dynamic exponent, respectively. For disordered initial states, the autocorrelation of the boundary order parameter is governed by a novel critical exponent $θ_1$, which is closely related to the critical initial slip behavior of $M_s$ characterized by the",arxiv,cond-mat.stat-mech
¿Cuál es el enfoque de Quantum Machine Learning utilizado en este paper?,Título: Universal Short-Imaginary-Time Quantum Critical Dynamics Near Boundaries,"Este paper utiliza técnicas de Quantum Machine Learning en el contexto de cond-mat.stat-mech. El enfoque principal es While imaginary-time evolution has long served as a standard paradigm for ground-state preparation in numerical simulations and quantum devices, its intrinsic dynamical properties has been largely overlooked. Here, we investigate the short-imaginary-time critical dynamics in quantum systems with boundaries. A universal scaling theory is developed and verified in the two-dimensional quantum Ising model, uncovering rich dynamic critical behaviors dictated by boundary universality classes. For orde",arxiv,cond-mat.stat-mech
¿Qué aplicación práctica tiene este paper en el campo de QML?,Paper: Universal Short-Imaginary-Time Quantum Critical Dynamics Near Boundaries,"Las aplicaciones prácticas incluyen While imaginary-time evolution has long served as a standard paradigm for ground-state preparation in numerical simulations and quantum devices, its intrinsic dynamical properties has been largely overlooked. Here, we investigate the short-imaginary-time critical dynamics in quantum systems with bou...",arxiv,cond-mat.stat-mech
"Resume el paper 'Shedding light on the nature of $φ(2170)$ with the parton and hadron cascade model PACIAE' en español, enfocándote en los aspectos clave de Quantum Machine Learning.","Autores: Jian Cao, Wen-Chao Zhang, Bo Feng
Categorías: hep-ph, nucl-th","The nature of $φ(2170)$ remains open. We simulate its production in $e^+e^-$ collisions at $\sqrt{s}=4.95$ GeV using PACIAE 4.0, which sequentially generates the final partonic state (FPS) and the final hadronic state (FHS). While previous studies have interpreted $φ(2170)$ as an $ss\bar{s}\bar{s}$ or $u\bar{u}s\bar{s}$ state, the $U(1)$ anomaly coupling allows non-strange quarks to couple to a vector $s\bar{s}$ component via soft-gluon interactions. This motivates us to also explore the $d\bar{d}s\bar{s}$ tetraquark configuration. In addition, we consider $φ(2170)$ as an excited strangeonium state, an $s\bar{s}g$ hybrid state, a $\barΛΛ$ bound state, and a $φK^+K^-$ resonance state. The strangeonium, hybrid, and tetraquark candidates are formed by coalescing their constituent partons in the FPS using the dynamically constrained phase-space coalescence model. The $\barΛΛ$ and $φK^+K^-$ states are produced via recombination of their constituent hadrons in the FHS. We calculate the orbit",arxiv,hep-ph
¿Cuál es el enfoque de Quantum Machine Learning utilizado en este paper?,Título: Shedding light on the nature of $φ(2170)$ with the parton and hadron cascade model PACIAE,"Este paper utiliza técnicas de Quantum Machine Learning en el contexto de hep-ph. El enfoque principal es The nature of $φ(2170)$ remains open. We simulate its production in $e^+e^-$ collisions at $\sqrt{s}=4.95$ GeV using PACIAE 4.0, which sequentially generates the final partonic state (FPS) and the final hadronic state (FHS). While previous studies have interpreted $φ(2170)$ as an $ss\bar{s}\bar{s}$ or $u\bar{u}s\bar{s}$ state, the $U(1)$ anomaly coupling allows non-strange quarks to couple to a vector $s\bar{s}$ component via soft-gluon interactions. This motivates us to also explore the $d\bar{",arxiv,hep-ph
¿Qué aplicación práctica tiene este paper en el campo de QML?,Paper: Shedding light on the nature of $φ(2170)$ with the parton and hadron cascade model PACIAE,"Las aplicaciones prácticas incluyen The nature of $φ(2170)$ remains open. We simulate its production in $e^+e^-$ collisions at $\sqrt{s}=4.95$ GeV using PACIAE 4.0, which sequentially generates the final partonic state (FPS) and the final hadronic state (FHS). While previous studies have interpreted $φ(2170)$ as an $ss\bar{s}\bar{s}$ ...",arxiv,hep-ph
"Resume el paper 'Optimizing Symmetry Informed Probabilistic Error Cancellation' en español, enfocándote en los aspectos clave de Quantum Machine Learning.","Autores: Tom O'Leary, Daniel J. Egger, Dieter Jaksch
Categorías: quant-ph","We show that combining quantum error detection (QED) with probabilistic error cancellation (PEC) gives more accurate and lower-variance estimates than PEC alone, provided that the symmetry measurements required for QED are carefully chosen. Because noisy symmetry measurements can negate the benefits of the PEC+QED approach, we cast the selection of measurement configurations as a classical optimization problem that systematically suppresses the impact of noise. Applying optimized PEC+QED to GHZ-state output distributions and to simulating the time-dynamics of a generalized superfast encoded Fermi-Hubbard model, we find consistent improvements over PEC. For GHZ states, the optimization over symmetry measurement configurations is essential for achieving an advantage. For the Fermi-Hubbard model, PEC+QED improves observable estimation on a $2 \times 2$ lattice and for larger systems the mitigation overheads can be reduced by measuring only subsets of stabilizers. Our results demonstrate t",arxiv,quant-ph
¿Cuál es el enfoque de Quantum Machine Learning utilizado en este paper?,Título: Optimizing Symmetry Informed Probabilistic Error Cancellation,"Este paper utiliza técnicas de Quantum Machine Learning en el contexto de quant-ph. El enfoque principal es We show that combining quantum error detection (QED) with probabilistic error cancellation (PEC) gives more accurate and lower-variance estimates than PEC alone, provided that the symmetry measurements required for QED are carefully chosen. Because noisy symmetry measurements can negate the benefits of the PEC+QED approach, we cast the selection of measurement configurations as a classical optimization problem that systematically suppresses the impact of noise. Applying optimized PEC+QED to GHZ-",arxiv,quant-ph
¿Qué aplicación práctica tiene este paper en el campo de QML?,Paper: Optimizing Symmetry Informed Probabilistic Error Cancellation,"Las aplicaciones prácticas incluyen We show that combining quantum error detection (QED) with probabilistic error cancellation (PEC) gives more accurate and lower-variance estimates than PEC alone, provided that the symmetry measurements required for QED are carefully chosen. Because noisy symmetry measurements can negate the benefits...",arxiv,quant-ph
"Resume el paper 'Quantum-Informed Portfolio Selection: An End-to-End Pipeline Validated on Trapped-Ion Hardware with Real Market Data' en español, enfocándote en los aspectos clave de Quantum Machine Learning.","Autores: Romina Yalovetzky, Martin J. A. Schuetz, Zichang He
Categorías: quant-ph, cond-mat.dis-nn, math.OC","Portfolio diversification - a cornerstone of modern investment management - can be formulated as a Maximum Independent Set (MIS) problem on asset correlation graphs. Solving this problem at scale is computationally challenging, motivating the exploration of quantum algorithms for practical financial optimization. We propose an end-to-end pipeline leveraging qReduMIS, a recursive hybrid quantum-classical algorithm. Rather than using quantum optimization to directly produce a final solution, qReduMIS leverages independent set measurements from the Quantum Approximate Optimization Algorithm (QAOA) to identify frozen nodes - vertices likely to belong to optimal solutions - thereby guiding and unblocking subsequent (provably optimal) classical reductions on the remaining graph. We benchmark qReduMIS on real financial data from four major market indices with up to 225 assets, executing experiments on Quantinuum's 98-qubit trapped-ion Helios system, with QAOA circuits acting on kernels of up ",arxiv,quant-ph
¿Cuál es el enfoque de Quantum Machine Learning utilizado en este paper?,Título: Quantum-Informed Portfolio Selection: An End-to-End Pipeline Validated on Trapped-Ion Hardware with Real Market Data,"Este paper utiliza técnicas de Quantum Machine Learning en el contexto de quant-ph. El enfoque principal es Portfolio diversification - a cornerstone of modern investment management - can be formulated as a Maximum Independent Set (MIS) problem on asset correlation graphs. Solving this problem at scale is computationally challenging, motivating the exploration of quantum algorithms for practical financial optimization. We propose an end-to-end pipeline leveraging qReduMIS, a recursive hybrid quantum-classical algorithm. Rather than using quantum optimization to directly produce a final solution, qRedu",arxiv,quant-ph
¿Qué aplicación práctica tiene este paper en el campo de QML?,Paper: Quantum-Informed Portfolio Selection: An End-to-End Pipeline Validated on Trapped-Ion Hardware with Real Market Data,"Las aplicaciones prácticas incluyen Portfolio diversification - a cornerstone of modern investment management - can be formulated as a Maximum Independent Set (MIS) problem on asset correlation graphs. Solving this problem at scale is computationally challenging, motivating the exploration of quantum algorithms for practical financial...",arxiv,quant-ph
"Resume el paper 'AMBUSH: Collaborative Capture in Complex Environments with Neural Acceleration' en español, enfocándote en los aspectos clave de Quantum Machine Learning.","Autores: Junfeng Chen, YinHang Luo, Xinyi Wang
Categorías: cs.RO","Collaborative capture of dynamic targets is common in nature as an essential strategy for weaker species against the strong. Similar concepts have shown to be useful for numerous robotic applications, such as security and surveillance, search and rescue. However, most existing works focus on analytical and geometric solutions or end-to-end reinforcement learning methods, which are largely constrained to obstacle-free environments or scenarios with sparse, regularly distributed obstacles. This work tackles the problem from a unique perspective: the renowned strategy of``ambush'' alone would suffice for multiple slower pursuers to capture one faster evader with different levels of intelligence efficiently in complex environments. A parameterized strategy of ambush (including discrete and continuous parameters) is designed first, which takes into account the topological properties of the workspace, the truncated line-of-sight visibility, the relative speed ratio and the limited capture ra",arxiv,cs.RO
¿Qué aplicación práctica tiene este paper en el campo de QML?,Paper: AMBUSH: Collaborative Capture in Complex Environments with Neural Acceleration,"Las aplicaciones prácticas incluyen Collaborative capture of dynamic targets is common in nature as an essential strategy for weaker species against the strong. Similar concepts have shown to be useful for numerous robotic applications, such as security and surveillance, search and rescue. However, most existing works focus on analyti...",arxiv,cs.RO
"Resume el paper 'Limitations of Error Model Approximations in Quantum Network Simulation' en español, enfocándote en los aspectos clave de Quantum Machine Learning.","Autores: Julia Freund, Jorge Miguel-Ramiro, Julius Wallnöfer
Categorías: quant-ph","Efficient classical simulation of large-scale quantum networks frequently relies on noise approximations, which consider a restricted set of operators to describe noisy channels and operations. In this work, we demonstrate how such simplified error models, such as Pauli twirling or reset channels, can lead to severe quantitative and qualitative discrepancies in protocol performance predictions. We analyze, in particular, how small differences can accumulate in iterative and sequential protocols such as entanglement purification, entanglement swapping, and repeater chains. Our results reveal that neglected error contributions can lead to important performance under- and over-estimations, measurement-outcome dependency, and oscillations in the fidelity, which are entirely overlooked by the simplified error model approximations. These results show that rigorous validation of complete noise architectures is indispensable for accurately predicting operational thresholds in future quantum te",arxiv,quant-ph
¿Cuál es el enfoque de Quantum Machine Learning utilizado en este paper?,Título: Limitations of Error Model Approximations in Quantum Network Simulation,"Este paper utiliza técnicas de Quantum Machine Learning en el contexto de quant-ph. El enfoque principal es Efficient classical simulation of large-scale quantum networks frequently relies on noise approximations, which consider a restricted set of operators to describe noisy channels and operations. In this work, we demonstrate how such simplified error models, such as Pauli twirling or reset channels, can lead to severe quantitative and qualitative discrepancies in protocol performance predictions. We analyze, in particular, how small differences can accumulate in iterative and sequential protocols ",arxiv,quant-ph
¿Qué aplicación práctica tiene este paper en el campo de QML?,Paper: Limitations of Error Model Approximations in Quantum Network Simulation,"Las aplicaciones prácticas incluyen Efficient classical simulation of large-scale quantum networks frequently relies on noise approximations, which consider a restricted set of operators to describe noisy channels and operations. In this work, we demonstrate how such simplified error models, such as Pauli twirling or reset channels, c...",arxiv,quant-ph
"Resume el paper 'Slope-Guided Mamba and Angular-Refined Transformer for Light Field Super-Resolution' en español, enfocándote en los aspectos clave de Quantum Machine Learning.","Autores: Li Jin, Jian Huang, Junde Lu
Categorías: cs.CV","Light Field Super-Resolution (LFSR) necessitates accurate modeling of spatial-angular correlations while preserving intrinsic 4D ray coherence. However, maintaining such high-dimensional consistency remains challenging, primarily due to two inherent limitations in prevailing modeling paradigms. First, spatial and angular dimensions are often modeled in a decoupled manner, restricting early cross-dimensional interaction and leading to geometric inconsistencies. Moreover, although continuous sequence modeling paradigms show promise in representing epipolar structures, their rigid scanning mechanisms fundamentally conflict with epipolar geometry, limiting geometry-aware feature aggregation. To address these challenges, we propose a hybrid light field super-resolution network, termed SMART, which integrates a Slope-Guided Mamba and an Angular-Refined Transformer to effectively overcome these limitations. Specifically, we introduce an angular-modulated spatial module to bridge the decouplin",arxiv,cs.CV
¿Qué aplicación práctica tiene este paper en el campo de QML?,Paper: Slope-Guided Mamba and Angular-Refined Transformer for Light Field Super-Resolution,"Las aplicaciones prácticas incluyen Light Field Super-Resolution (LFSR) necessitates accurate modeling of spatial-angular correlations while preserving intrinsic 4D ray coherence. However, maintaining such high-dimensional consistency remains challenging, primarily due to two inherent limitations in prevailing modeling paradigms. Firs...",arxiv,cs.CV
"Resume el paper 'Bridging Quantum Computing Paradigms toward Semiconductor Yield: A Controlled CV-versus-DV Comparison on Wafer-Map Defect Classification' en español, enfocándote en los aspectos clave de Quantum Machine Learning.","Autores: Yeonhong Kim, Jonghyeok Im, Monu Nath Baitha
Categorías: quant-ph, cs.LG","Realizing quantum neural networks (QNNs) in industry requires knowing which quantum computing paradigm suits which task. Motivated by AI accelerators and high-bandwidth memory, where die stacking makes wafer-level defect screening central to yield, we study WM-811K wafer-map defect classification (eight classes), comparing the dominant paradigms, continuous-variable (CV) and discrete-variable (DV), under controlled conditions. To isolate the quantum circuit as the sole variable, a shared convolutional backbone (~4.3M parameters) feeds interchangeable heads (classical dense, CV-QNN, or DV-QNN) as the only structural difference; each quantum head is scaled over three sizes (3, 4, 8 qumodes/qubits). The CV head consistently outperforms the DV head: at four qumodes/qubits it reaches 79.7 +/- 1.8% accuracy versus 61.6 +/- 1.4%, a non-overlapping 18-point gap. The advantage is sharpest on the spatially localized Edge-Loc class, easily confused with Scratch, which CV recovers with recall 0.66",arxiv,quant-ph
¿Cuál es el enfoque de Quantum Machine Learning utilizado en este paper?,Título: Bridging Quantum Computing Paradigms toward Semiconductor Yield: A Controlled CV-versus-DV Comparison on Wafer-Map Defect Classification,"Este paper utiliza técnicas de Quantum Machine Learning en el contexto de quant-ph. El enfoque principal es Realizing quantum neural networks (QNNs) in industry requires knowing which quantum computing paradigm suits which task. Motivated by AI accelerators and high-bandwidth memory, where die stacking makes wafer-level defect screening central to yield, we study WM-811K wafer-map defect classification (eight classes), comparing the dominant paradigms, continuous-variable (CV) and discrete-variable (DV), under controlled conditions. To isolate the quantum circuit as the sole variable, a shared convolu",arxiv,quant-ph
¿Qué aplicación práctica tiene este paper en el campo de QML?,Paper: Bridging Quantum Computing Paradigms toward Semiconductor Yield: A Controlled CV-versus-DV Comparison on Wafer-Map Defect Classification,"Las aplicaciones prácticas incluyen Realizing quantum neural networks (QNNs) in industry requires knowing which quantum computing paradigm suits which task. Motivated by AI accelerators and high-bandwidth memory, where die stacking makes wafer-level defect screening central to yield, we study WM-811K wafer-map defect classification (e...",arxiv,quant-ph
"Resume el paper 'A Geometric Perspective on Composable Emotion Steering in Text-to-Speech Models' en español, enfocándote en los aspectos clave de Quantum Machine Learning.","Autores: Siyi Wang, James Bailey, Ting Dang
Categorías: cs.SD, cs.LG","While prior work has explored emotion control in hybrid text-to-speech systems, the geometric properties of these modules, and their implications for steerability, remain poorly understood. We present the first comparative study of speech language model (SLM) and conditional flow-matching (CFM) modules as activation steering sites for mixed emotion speech synthesis. We first characterize emotion representations using linear probing and local intrinsic dimensionality (LID), and then evaluate single-site and joint steering for mixed-emotion synthesis. Our results show that SLM offers a clean, low-dimensional emotion-specific subspace with strong speaker--emotion disentanglement, while CFM exhibitspoor cross-speaker generalization due to speaker--emotion entanglement. Joint steering increases emotion intensity but degrades proportional control and speech quality on in-distribution data. These findings provide practical guidance for multi-site activation steering in hybrid TTS systems and ",arxiv,cs.SD
¿Qué aplicación práctica tiene este paper en el campo de QML?,Paper: A Geometric Perspective on Composable Emotion Steering in Text-to-Speech Models,"Las aplicaciones prácticas incluyen While prior work has explored emotion control in hybrid text-to-speech systems, the geometric properties of these modules, and their implications for steerability, remain poorly understood. We present the first comparative study of speech language model (SLM) and conditional flow-matching (CFM) modu...",arxiv,cs.SD
"Resume el paper 'Brownian ratchets and pumps universally simulate many-body active dynamics' en español, enfocándote en los aspectos clave de Quantum Machine Learning.","Autores: Charles Stahl, Ethan Lake, Vedika Khemani
Categorías: cond-mat.stat-mech, quant-ph","Active systems can exhibit a broad range of phenomena forbidden in equilibrium. Their dynamics are often specified by abstract local update rules, and it is generally unclear when the same behavior can arise from physically natural driving. Here we show that two simple driving mechanisms can universally simulate any local active dynamics in spin systems. The first is the familiar setting of a time-periodic Hamiltonian coupled to a cold bath, which we call a ""many-body Brownian pump."" As a second mechanism, we promote the Brownian ratchet, traditionally a mechanism for transport, to a ""many-body Brownian ratchet"": a static Hamiltonian coupled to a hot bath and a cold bath, where the resulting steady heat current can be harnessed not only to drive transport but also to generate local active dynamics. Using probabilistic cellular automata as an explicit model, we prove that for any continuous-time (or discrete-time) local active dynamics, there is always a many-body Brownian ratchet (or p",arxiv,cond-mat.stat-mech
¿Qué aplicación práctica tiene este paper en el campo de QML?,Paper: Brownian ratchets and pumps universally simulate many-body active dynamics,"Las aplicaciones prácticas incluyen Active systems can exhibit a broad range of phenomena forbidden in equilibrium. Their dynamics are often specified by abstract local update rules, and it is generally unclear when the same behavior can arise from physically natural driving. Here we show that two simple driving mechanisms can univers...",arxiv,cond-mat.stat-mech
